kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_sma,koi_model_snr,koi_num_transits,koi_max_mult_ev,koi_max_sngle_ev,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_smass,koi_count,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
K07763.01,FALSE POSITIVE,406.45737,9.554,284.2,1.96,1.1085,12.7,3,8.936985,6.67398,278,1.42,6217,4.364,1.141,1.095,1,1,0,0,0
K03362.01,FALSE POSITIVE,30.47639859,17.9728,130569,43.01,0.1823,236.2,45,2849.2102,1180.4393,542,20.39,5913,4.585,0.787,0.874,1,0,1,1,1
K03363.01,CONFIRMED,14.53260546,2.4212,328.9,1.69,0.1173,29,74,23.430363,4.6354613,746,73.37,6003,4.507,0.932,1.019,1,0,0,0,0
K01718.02,CONFIRMED,153.348739,12.205,388,2.14,0.5545,12.7,7,10.015179,5.1499195,377,4.78,6127,4.356,1.08,0.964,2,0,0,0,0
K03430.01,CANDIDATE,13.9248005,5.016,195.2,0.9,0.1013,11.2,99,8.755331,3.7622914,588,28.27,5271,4.669,0.648,0.718,1,0,0,0,0
K03431.01,CANDIDATE,19.6001405,8.613,282,2.08,0.1432,19.7,68,18.733833,4.6736383,676,49.23,6003,4.507,0.932,1.019,1,0,0,0,0
K07808.01,FALSE POSITIVE,361.526458,6.947,525.1,5.7,1.1533,14,4,10.050466,7.016062,410,6.67,7196,4.064,1.923,1.562,1,1,0,0,0
K03432.01,CONFIRMED,48.0506878,7.999,274.5,2.36,0.2528,15.1,28,13.686489,4.6964445,564,23.9,5332,4.083,1.453,0.932,1,0,0,0,0
K03433.01,CANDIDATE,34.08429351,1.3521,3746,36.05,0.1935,28.7,31,29.085423,8.657548,506,15.46,5252,4.428,0.922,0.83,1,0,0,0,0
K03816.01,FALSE POSITIVE,9.44942628,6.3064,1211.9,75.22,0.0947,81.1,144,73.392555,16.724724,1192,476.13,5092,3.689,2.664,1.265,1,1,0,1,1
K03817.01,FALSE POSITIVE,0.933489066,1.41864,14259,48.01,0.0178,374.5,662,343.63428,24.519619,1979,3648.49,5758,4.307,1.084,0.869,1,0,1,0,0
K03818.01,FALSE POSITIVE,1.908525084,4.169,218.9,3.74,0.0397,26.9,532,14.754033,4.4215064,3191,24558.81,9174,4.013,2.471,2.294,1,1,0,0,0
K07788.01,FALSE POSITIVE,0.798467681,0.86,120.7,0.82,0.015,9.4,1630,7.3205924,4.0292263,1718,2064.49,5575,4.557,0.733,0.706,1,1,0,0,0
K03819.01,FALSE POSITIVE,0.867721348,4.8783,97653,67,0.0173,587.9,897,2868.123,260.19153,2089,4487.7,5510,4.186,1.276,0.911,1,1,0,0,0
K03820.01,FALSE POSITIVE,161.252567,23.626,2911.5,5.04,0.56,94.7,7,82.23204,57.704956,318,2.41,5985,4.574,0.811,0.91,1,1,0,1,1
K03893.01,CONFIRMED,3.90863457,1.7704,867.2,1.86,0.0418,36.6,342,31.945244,4.901732,787,91.01,4518,4.613,0.653,0.639,1,0,0,0,0
K02092.03,CONFIRMED,77.086191,4.77,942.8,29.77,0.367,12.9,16,11.563074,5.196095,464,11,6228,4.441,1.049,1.107,3,0,0,0,0
K03894.01,FALSE POSITIVE,1.673662758,2.3135,316.4,23.42,0.0285,33.4,802,30.03405,3.7891088,1729,2106.67,6444,4.433,1.053,1.094,1,0,1,1,0
K03895.01,FALSE POSITIVE,5.93717724,5.355,25450,594.32,0.0643,56.3,82,46.517216,9.089837,1005,241.6,5780,4.438,1,1,1,0,1,1,0
K03896.01,FALSE POSITIVE,3.89043062,6.596,195.4,1.24,0.0454,14.4,175,17.739975,6.2495623,1106,354.22,5646,4.449,0.896,0.825,1,0,1,1,0
K03897.01,FALSE POSITIVE,16.8282542,39.098,655.3,2.66,0.1319,78.3,,,,668,46.95,5575,4.496,0.972,1.08,1,0,0,1,0
K03667.01,FALSE POSITIVE,2.489549075,2.4345,2829.7,59.57,0.0359,160.6,545,396.29745,56.68053,1708,2007.56,6184,4.138,1.406,0.991,1,0,1,1,1
K01955.03,CONFIRMED,1.644221032,2.9122,47.8,1.18,0.0293,24.1,752,17.542873,3.8581078,1897,3071.95,6297,4.26,1.369,1.247,4,0,0,0,0
K03668.01,FALSE POSITIVE,4.469731089,5.257,3159.6,84.63,0.0574,286.7,303,503.56778,105.321655,1614,1604.34,5758,3.808,2.318,1.258,1,0,1,1,1
K03669.01,FALSE POSITIVE,1.731803197,5.6803,44612,22.87,0.0285,221.1,656,3001.4485,617.3291,1526,1285.11,5761,4.426,1.029,1.031,1,0,1,0,0
K03670.01,FALSE POSITIVE,2.64830047,2.6395,12668,126.54,0.0457,79.8,111,480.2866,76.39711,3042,20225.84,4839,2.761,9.278,1.808,1,0,1,1,0
K02011.02,CONFIRMED,17.2653659,5.02,67.9,1.16,0.1412,13.9,77,12.769484,4.0386195,888,146.92,6388,4.244,1.402,1.259,2,0,0,0,0
K03743.01,FALSE POSITIVE,3.486318703,2.7904,60135,54.53,0.0451,190.7,71,215.86069,35.51432,1201,491.1,5780,4.438,1,1,1,0,1,0,0
K03744.01,FALSE POSITIVE,1.705780649,1.6271,15498,25.95,0.0234,31.8,668,35.2648,9.540512,1101,348.32,4970,4.665,0.591,0.589,1,1,0,0,0
K03745.01,FALSE POSITIVE,7.45306683,4.7617,46552,1044.28,0.0748,84.3,44,193.36987,56.63833,932,178.53,5780,4.438,1,1,1,0,1,1,0
K03746.01,FALSE POSITIVE,2.929299629,7.102,83918,51.67,0.0402,374.6,211,603.6497,66.548454,1272,618.11,5780,4.438,1,1,1,0,1,0,0
K03747.01,FALSE POSITIVE,5.50811352,2.9516,40380,34.03,0.054,100.5,31,110.34857,52.980915,778,86.57,5188,4.687,0.624,0.689,2,1,0,1,1
K03821.01,FALSE POSITIVE,0.569115097,3.5028,585597,156.15,0.0152,229.6,1386,1253.3416,93.6828,3357,29827.37,7174,4.13,1.705,1.43,1,1,0,0,0
K03822.01,FALSE POSITIVE,2.529073751,1.8827,1572.9,25.8,0.0344,73.4,532,59.187557,6.2642126,1137,395.83,5465,4.598,0.766,0.857,1,0,1,1,0
K03823.01,CANDIDATE,202.1168173,4.683,2701.2,5.8,0.6666,56.3,7,55.80787,28.844269,286,1.59,5536,4.498,0.917,0.964,1,0,0,0,0
K03824.01,FALSE POSITIVE,0.916326699,3.1427,96384,50.7,0.0188,251.6,1242,803.92737,120.526924,1917,3196.67,6046,4.486,0.972,1.053,1,1,0,0,0
K00435.03,CONFIRMED,33.0405509,3.3613,577.4,2.36,0.1943,27.5,33,21.18267,5.772019,561,23.4,5688,4.415,0.971,0.895,6,0,0,0,0
K03898.01,FALSE POSITIVE,1.306723495,6.606,12456.6,27.42,0.0202,311.7,880,620.25037,66.62637,1170,443.02,4651,4.612,0.657,0.644,1,0,1,1,0
K03899.01,FALSE POSITIVE,0.7967202,4.25304,167719,56.89,0.0169,716.6,557,829.69495,58.073254,1964,3497.4,5780,4.438,1,1,1,0,1,0,0
K03900.01,FALSE POSITIVE,359.102042,16.949,1102.9,28.76,1.0368,26.5,4,20.785936,16.261475,290,1.67,6355,4.41,1.108,1.151,1,0,1,1,1
K03901.01,CONFIRMED,160.130899,13.775,1183,6.67,0.6276,32.4,5,26.539745,12.630053,450,9.68,6092,4.056,1.759,1.283,1,0,0,0,0
K03902.01,FALSE POSITIVE,2.69634575,3.785,185.2,1.46,0.0362,35.4,501,29.1052,5.5912046,1287,650.06,5418,4.335,1.051,0.871,1,0,1,1,1
K03903.01,FALSE POSITIVE,2.553924603,9.835,1680.1,32.67,0.0377,100.5,451,41.06985,11.010347,1352,789.69,5993,4.489,0.986,1.093,1,0,1,1,0
K03671.01,FALSE POSITIVE,8.487871809,4.19829,118814,46.24,0.0805,483.9,74,829.4651,134.10583,798,96,5553,4.558,0.855,0.964,1,0,1,0,0
K03672.01,FALSE POSITIVE,5.50817321,3.6845,226850,39.18,0.0541,268.7,16,577.5288,189.8418,768,82.55,5051,4.663,0.644,0.696,1,0,1,0,0
K03673.01,FALSE POSITIVE,6.142812722,6.0751,96593,31.9,0.0658,316.1,104,1054.6343,189.4192,994,230.71,5780,4.438,1,1,1,0,1,0,0
K03674.01,FALSE POSITIVE,175.0658609,4.5181,45134,40.63,0.5936,320.6,8,406.4278,180.78288,312,2.24,6021,4.57,0.819,0.922,1,0,1,0,0
K03675.01,FALSE POSITIVE,20.8392148,2.3321,177508,51.9,0.1341,197.6,4,418.7972,247.13507,584,27.45,5378,4.488,0.812,0.741,1,0,1,0,0
K03676.01,FALSE POSITIVE,9.50158045,5.0701,443400,73.07,0.088,314.9,0,812.7111,133.15695,860,128.99,5780,4.438,1,1,1,1,0,0,0
K03747.02,FALSE POSITIVE,19.226055,2.949,3266,3.52,0.124,10.1,10,11.5548115,6.6655254,513,16.32,5193,4.689,0.621,0.687,2,0,0,0,1
K03748.01,FALSE POSITIVE,2.050435466,8.0122,7765.3,34.84,0.0291,445.8,554,905.6847,105.778465,1278,629.98,5440,4.496,0.825,0.779,2,0,1,1,1
K03749.01,CANDIDATE,10.72725536,1.7541,56197,12.85,0.0612,160.5,10,159.04483,86.62705,307,2.1,3324,5.006,0.268,0.267,1,0,0,0,0
K03750.01,FALSE POSITIVE,1.507101452,5.2005,15847,39.32,0.0238,273.5,760,1762.9677,158.25624,1573,1453.29,5884,4.453,0.876,0.794,1,0,1,1,1
K03751.01,FALSE POSITIVE,1.274841686,3.5903,50253,63.68,0.0235,353,485,2156.5364,289.26004,2025,3957.46,6211,4.247,1.281,1.055,1,0,1,0,0
K02055.02,CONFIRMED,4.02582434,2.8059,265.3,1.79,0.0483,23.9,256,18.971493,4.5093446,1169,440.08,5509,4.308,1.116,0.924,4,0,0,0,0
K03825.01,FALSE POSITIVE,2.845746618,13.0719,557741,135.99,0.0396,829.1,278,3708.9365,584.719,1667,1822.75,5641,3.948,1.776,1.021,1,0,1,0,0
K03826.01,FALSE POSITIVE,2.30120705,25.08,1688.1,28.64,0.0335,132.5,492,98.99085,21.23174,1254,583.42,5641,4.554,0.85,0.944,1,0,1,1,1
K03827.01,FALSE POSITIVE,337.377514,12.136,6110,37.23,0.958,60,,,,271,1.28,6029,4.452,0.998,1.025,2,0,1,0,0
K03827.02,FALSE POSITIVE,389.2807504,12.52,,,,,,,,,,,,,,2,1,1,0,0
K03828.01,FALSE POSITIVE,8.58965725,8.9793,1161.5,27.86,0.0822,107.8,126,67.17444,11.664582,828,111.01,5697,4.539,0.892,1.004,1,0,1,1,1
K02093.02,CANDIDATE,2.508116,2.504,188.1,12.28,0.033,18.3,426,15.1701565,3.882593,3662,42618.46,5096,2.435,8.769,0.763,3,0,0,0,0
K03904.01,FALSE POSITIVE,8.56751264,5.449,347.9,23.05,0.0838,17.9,155,14.532708,5.078026,972,210.83,6212,4.42,1.054,1.06,1,0,1,1,0
K03905.01,FALSE POSITIVE,1.061934313,3.194,607,15.14,0.0167,70,1261,21.38519,3.5395205,1104,352.77,4304,4.675,0.566,0.552,1,0,1,0,1
K03906.01,FALSE POSITIVE,2.406574511,3.4382,738,26.22,0.0373,63.9,553,28.488192,5.1782866,1481,1140.2,6167,4.428,1.107,1.2,1,0,1,1,0
K03907.01,FALSE POSITIVE,28.64338839,1.2246,624.3,5.82,0.1917,23.1,46,33.57907,8.740738,871,136.32,6507,4.002,1.767,1.145,1,0,1,0,0
K07792.01,FALSE POSITIVE,96.231257,2.488,938,29.26,0.4773,8.8,6,8.581076,6.336562,965,204.8,4895,2.674,9.529,1.563,1,1,0,0,0
K03677.01,FALSE POSITIVE,30.5528701,5.3367,63521,63.57,0.2007,510.8,20,555.56177,209.59917,685,51.9,6441,4.367,1.165,1.152,1,0,1,0,0
K01955.04,CONFIRMED,26.2347447,3.536,196.5,2.76,0.1859,22,39,14.993833,5.5405107,754,76.31,6297,4.26,1.369,1.247,4,0,0,0,0
K03678.01,CONFIRMED,160.8845197,10.8771,7590.4,9.09,0.5416,526.1,9,288.8604,147.75606,346,3.39,5650,4.313,1.044,0.818,1,0,0,0,0
K03679.01,FALSE POSITIVE,4.04506346,3.22222,360177,67.94,0.0498,483.9,0,1041.8031,156.69943,1143,402.77,5780,4.438,1,1,1,0,1,0,0
K03680.01,CONFIRMED,141.2415405,6.7645,12990.5,11.49,0.5205,380.9,8,336.2867,157.80336,352,3.62,5705,4.397,1.017,0.941,1,0,0,0,0
K03681.01,CONFIRMED,217.8318429,21.306,9148.7,11.17,0.7545,1244.4,7,326.3096,223.5288,343,3.29,6259,4.385,1.167,1.21,2,0,0,0,0
K02018.02,CANDIDATE,16.0988294,5.686,160.2,1.14,0.114,10.9,63,8.8170395,3.4797032,705,58.53,5657,4.401,0.911,0.762,2,0,0,0,0
K03752.01,FALSE POSITIVE,1.433262145,5.6316,1849.5,5.67,0.0237,159.3,939,240.55913,41.106724,1769,2319.46,5977,4.318,1.068,0.864,1,0,1,0,1
K03753.01,FALSE POSITIVE,0.782046543,1.9874,340464,43.07,0.0139,534,998,2833.3157,209.439,1372,836.18,4768,4.661,0.591,0.584,1,0,1,0,0
K03754.01,FALSE POSITIVE,5.663604992,1.4283,163385,54.55,0.0623,169.4,112,247.74356,45.617046,1021,257.36,5780,4.438,1,1,1,0,1,0,0
K03755.01,FALSE POSITIVE,18.07661035,3.1396,65280,39.16,0.1228,380.6,26,389.50278,100.65231,533,19.14,4848,4.55,0.764,0.755,1,0,1,0,0
K03756.01,FALSE POSITIVE,6.47173281,7.1964,6472.7,13.68,0.0731,94.5,69,246.1576,38.440502,1338,757.69,6318,4.079,1.685,1.242,1,0,1,0,0
K03830.01,FALSE POSITIVE,1.031100362,2.9759,129157,27.35,0.0187,178.5,428,689.0536,107.22067,1584,1491.65,5666,4.601,0.752,0.841,1,0,1,0,0
K03831.01,FALSE POSITIVE,0.597933142,3.47133,284383,63.46,0.0139,1490.3,1311,1226.3086,88.20512,2161,5169.99,5780,4.438,1,1,1,0,1,0,0
K03832.01,FALSE POSITIVE,5.36652724,8.367,3122.5,7.97,0.0588,50.7,214,64.5447,27.104233,982,219.72,5858,4.553,0.849,0.94,1,0,1,1,0
K03834.01,FALSE POSITIVE,1.540392098,3.7271,1022,17.63,0.0232,87.2,866,116.30082,23.111973,1210,506.98,4911,4.564,0.724,0.7,1,0,1,1,1
K03835.01,CONFIRMED,47.1484324,3.1347,1113.8,2.58,0.2317,54.5,29,57.135143,15.571971,391,5.5,4975,4.579,0.734,0.746,1,0,0,0,0
K02055.03,CONFIRMED,2.50475282,2.376,181.1,1.48,0.0352,18.9,381,14.726074,5.0137663,1369,828.59,5509,4.308,1.116,0.924,4,0,0,0,0
K03908.01,CONFIRMED,59.3627946,13.972,233.6,2.23,0.2987,51.5,19,27.835306,8.8641615,566,24.33,5786,4.106,1.471,1.006,1,0,0,0,0
K03909.01,CANDIDATE,247.891041,18.363,956.6,4.74,0.833,34.6,5,20.433409,13.033201,367,4.27,6121,4.163,1.536,1.257,1,0,0,0,0
K03910.01,FALSE POSITIVE,2.199076661,6.11,777.4,21.72,0.0312,56.2,399,30.493568,4.362839,1179,457.33,5310,4.565,0.791,0.838,1,0,0,1,1
K03911.01,CONFIRMED,1.79110997,2.0917,167.5,1.29,0.0296,24.3,743,22.395866,4.4010267,1549,1356.76,6040,4.469,0.999,1.07,1,0,0,0,0
K03912.01,FALSE POSITIVE,7.77241144,5.272,286.9,1.69,0.0793,18.9,350,16.2223,6.89514,938,183.58,6014,4.486,0.993,1.101,1,0,0,1,0
K07793.01,CANDIDATE,1.99469354,5.297,75.1,0.46,0.0249,8.9,680,7.288273,2.946596,758,78.2,3799,4.738,0.51,0.518,1,0,0,0,0
K03681.02,CONFIRMED,10.51421162,3.877,85.4,1.25,0.1,21.6,125,19.77687,4.474181,943,187.06,6259,4.385,1.167,1.21,2,0,0,0,0
K03682.01,FALSE POSITIVE,11.34434745,5.9738,258242,62.52,0.099,437.2,56,631.0477,122.87407,810,101.92,5780,4.438,1,1,1,0,1,0,0
K03683.01,CONFIRMED,214.3120439,16.2938,4523.4,9.17,0.7655,562.8,6,221.83395,128.51825,380,4.93,6471,4.287,1.357,1.303,1,0,0,0,0
K03684.01,FALSE POSITIVE,0.876826336,3.6097,138366,37.24,0.0181,1338.1,1293,4196.6616,315.77814,2042,4095,6344,4.481,0.962,1.024,1,0,1,0,0
K03685.01,FALSE POSITIVE,208.8690972,4.5707,21306.7,29.95,0.6745,413.8,7,363.81302,171.64496,316,2.34,5914,4.421,0.987,0.938,2,0,1,0,0
K03685.02,CONFIRMED,7.2593226,6.1394,247.5,1.57,0.0718,40.1,182,33.093586,4.765865,967,206.88,5914,4.421,0.987,0.938,2,0,0,0,0
K03757.01,FALSE POSITIVE,1.98663794,4.7585,63156,134.5,0.0411,193,87,1035.9279,229.56622,3234,25932.61,9191,3.973,2.619,2.349,1,1,0,0,0
K03758.01,FALSE POSITIVE,13.54208867,4.9406,28869,26.65,0.1031,137.6,46,218.22884,43.82926,727,66.01,5496,4.405,0.927,0.798,1,0,1,0,0
K03759.01,FALSE POSITIVE,7.549303633,2.3665,10222.9,34.45,0.0734,177,146,227.33113,36.99873,794,93.96,5402,4.581,0.815,0.931,1,0,1,1,1
K03760.01,FALSE POSITIVE,0.77544539,1.8764,6791.4,35.53,0.0163,205.1,1463,681.10565,69.53348,1883,2974.07,5861,4.546,0.865,0.957,1,0,1,1,0
K03761.01,CANDIDATE,164.950399,30.86,24493,11.23,0.5088,65.7,7,119.720695,85.55221,252,0.95,5001,4.603,0.664,0.645,1,0,0,0,0
K07810.01,FALSE POSITIVE,308.255238,11.959,637.1,18.98,1.0759,13.8,4,7.7376785,5.256619,576,26.05,4852,2.896,7.797,1.742,1,1,0,0,0
K03836.01,FALSE POSITIVE,3.46724809,11.01,1317.3,2.52,0.0369,107,327,24.011011,4.6391616,841,118.15,4969,4.713,0.543,0.556,1,1,0,1,0
K03837.01,FALSE POSITIVE,7.4413445,2.8754,2234,43.5,0.0763,66.4,12,58.16568,23.022135,1136,393.59,6540,4.321,1.183,1.066,1,0,1,0,0
K03838.01,FALSE POSITIVE,4.618309224,3.6752,1191,25.43,0.0525,68.5,288,54.201195,8.602161,947,190.56,5452,4.572,0.815,0.91,1,0,1,1,0
K03839.01,FALSE POSITIVE,0.677761275,3.7085,877.9,22.15,0.0148,120.8,1578,133.6375,25.406109,1906,3136.01,5699,4.553,0.853,0.95,1,0,1,1,1
K03840.01,FALSE POSITIVE,2.845739012,11.9327,24391.8,44.7,0.0399,488.6,402,1104.776,108.6759,1294,663.42,5982,4.493,0.96,1.047,1,0,1,1,1
K07789.01,FALSE POSITIVE,175.358905,5.34,215,2.9,0.5813,9.1,8,7.126412,4.232726,420,7.36,5109,3.757,2.02,0.85,1,1,0,0,0
K03913.01,CANDIDATE,0.582895412,1.0528,587.5,5.87,0.014,87,2294,36.49126,5.924377,2347,7152.6,6263,4.46,1.009,1.068,1,0,0,0,0
K02093.03,CANDIDATE,0.496069986,1.5568,128.8,10,0.0112,22.1,940,10.7996,3.5672805,6285,369989.68,5096,2.435,8.769,0.763,3,0,0,0,0
K03914.01,FALSE POSITIVE,12.42618005,28.1949,1522.8,3.48,0.0937,113.1,112,23.167418,4.231686,551,21.8,4624,4.619,0.684,0.71,1,1,0,1,1
K03915.01,FALSE POSITIVE,2.189090653,5.2094,1027.1,23.25,0.0314,78.3,599,26.96102,4.1470833,1185,466.32,5401,4.593,0.777,0.871,1,0,1,1,1
K03916.01,CONFIRMED,5.33905606,1.6415,755.5,1.9,0.0525,28.9,251,29.560184,4.3455253,817,105.25,5057,4.573,0.704,0.676,1,0,0,0,0
K07794.01,FALSE POSITIVE,1.99492332,5.898,77.7,0.94,0.0319,11.1,579,8.861929,3.2738767,1451,1044.18,5957,4.498,0.971,1.083,1,1,0,0,1
K01960.02,CONFIRMED,23.2218115,2.744,210.4,2.42,0.1622,16.9,55,13.971096,4.738696,746,73.08,5808,4.185,1.374,1.054,2,0,0,0,0
K03686.01,FALSE POSITIVE,3.351573993,2.8758,54546,24.15,0.0438,192.4,185,652.76215,72.32311,1282,638.3,5984,4.408,1.033,0.995,1,0,1,0,0
K03687.01,FALSE POSITIVE,8.097050622,5.6736,65620,24.01,0.0724,404.9,78,636.406,129.43192,891,149.48,5753,4.423,0.894,0.771,1,0,1,0,0
K03688.01,FALSE POSITIVE,2.119107262,7.5384,124646,77.23,0.0329,347.3,284,1967.3052,267.4847,1851,2775.75,6381,4.155,1.423,1.055,1,0,1,0,0
K03689.01,CANDIDATE,5.24088367,3.3656,8531.2,12.74,0.0607,385.7,16,365.3003,115.056694,1320,716.85,6452,4.241,1.305,1.079,1,0,0,0,0
K07800.01,FALSE POSITIVE,0.887691177,1.644,37.3,1.53,0.02,20.8,1503,9.018583,3.6785624,2709,12704.16,5500,3.775,2.491,1.348,1,1,0,1,0
K02028.03,CONFIRMED,142.545,8.75,905.4,2.52,0.5177,13.7,8,11.702783,5.1822414,318,2.42,5642,4.542,0.846,0.91,3,0,0,0,0
K03762.01,CONFIRMED,240.7990472,16.666,5022.9,10.31,0.7655,170.1,6,151.85294,70.18339,342,3.22,5758,4.168,1.385,1.029,1,0,0,0,0
K03763.01,FALSE POSITIVE,0.888584158,2.25012,412710,43.7,0.0153,691.2,0,2790.9668,247.87277,1211,507.14,4324,4.639,0.616,0.604,1,0,1,0,0
K03765.01,FALSE POSITIVE,0.865959015,1.9058,291274,144.5,0.014,620.8,507,2205.7588,215.59406,1162,434.65,4561,4.788,0.469,0.492,1,0,1,0,0
K03766.01,FALSE POSITIVE,0.594276199,2.0188,220745,266.99,0.012,285.2,1907,1346.8708,238.49814,1564,1414.7,4756,4.603,0.667,0.65,1,1,0,0,0
K03841.01,FALSE POSITIVE,1.527491117,7.9136,33546,27.85,0.0217,298.6,745,1187.2838,89.11288,988,224.31,4273,4.652,0.595,0.581,1,0,1,1,0
K07811.01,FALSE POSITIVE,0.566814046,4.049,42.1,0.56,0.0127,23.8,2372,11.934326,3.9306362,2039,4073.9,5724,4.53,0.827,0.845,1,0,1,0,1
K03842.01,FALSE POSITIVE,0.61496383,1.93053,358049,44.79,0.0123,806.5,0,1587.1338,149.12463,1460,1074.84,4509,4.612,0.663,0.656,1,1,0,0,0
K03843.01,FALSE POSITIVE,161.253747,25.322,2598.4,4.98,0.5559,54.7,6,32.588753,16.515448,295,1.8,5570,4.573,0.803,0.88,1,1,0,1,1
K03844.01,FALSE POSITIVE,2.974163938,1.7423,90282,34.74,0.0406,88.6,417,88.41796,14.689193,1266,605.99,5780,4.438,1,1,1,0,1,0,0
K03845.01,FALSE POSITIVE,15.84131693,1.8156,2617.7,670.04,0.1883,38.2,79,66.15947,18.770178,2252,6085.07,4993,2.399,19.695,3.546,1,0,1,1,1
K02055.04,CANDIDATE,6.13074243,2.84,146.1,1.26,0.0636,9.9,,,,916,166.78,5741,4.556,0.833,0.91,4,0,0,0,0
K03925.01,CONFIRMED,9.2075634,3.365,1243.1,5.5,0.0865,43.4,10,28.964092,11.093265,972,211.08,5678,4.215,1.303,1.015,3,0,0,0,0
K03925.02,CONFIRMED,2.5903958,2.088,330.9,2.55,0.0371,18.3,36,13.11783,3.8170195,1484,1147.44,5678,4.215,1.303,1.015,3,0,0,0,0
K03925.03,CONFIRMED,5.3235335,2.714,342.4,2.69,0.06,14.6,15,10.384745,4.447714,1167,438.71,5678,4.215,1.303,1.015,3,0,0,0,0
K03926.01,FALSE POSITIVE,0.831741499,2.297,1231.1,41.62,0.0185,110.9,1568,21.833668,4.2859077,2198,5501.14,6343,4.408,1.14,1.213,1,0,0,1,0
K03927.01,FALSE POSITIVE,4.44737112,19.45,224.4,2.06,0.0501,93,307,25.984766,3.982037,1068,307.65,5472,4.382,0.981,0.846,1,1,0,1,1
K03690.01,FALSE POSITIVE,12.89301802,3.30029,16032.8,62.52,0.1108,453,56,431.18408,79.03802,1004,240.5,6387,4.178,1.408,1.086,1,0,1,0,0
K07795.01,CANDIDATE,5.44085762,2.119,137.5,0.97,0.0568,9.3,246,7.938199,3.238484,892,149.44,5519,4.59,0.762,0.827,1,0,0,0,0
K03691.01,FALSE POSITIVE,4.532416322,3.2864,34953,62.25,0.0562,175.6,97,784.31744,114.88329,1328,735.27,6306,4.283,1.281,1.148,2,0,1,0,0
K03691.02,FALSE POSITIVE,2.26631937,3.16,,,,,,,,,,,,,,2,1,1,0,0
K03692.01,FALSE POSITIVE,1.160153553,2.16452,12302.5,60.47,0.0217,552.8,1051,708.00183,44.354088,2183,5363.78,6200,4.161,1.382,1.009,1,0,1,0,0
K03693.01,FALSE POSITIVE,4.032760214,2.7194,10803.4,378.61,0.068,150.9,283,250.14325,61.27842,2582,10499.43,4969,2.899,9.433,2.572,1,0,1,1,1
K03694.01,FALSE POSITIVE,3.723552982,3.5632,40143,18.83,0.046,145.7,172,587.48706,69.91513,1176,452.71,6063,4.51,0.89,0.934,1,0,1,0,0
K03767.01,CANDIDATE,6.714247798,3.3304,32213,14.78,0.0634,145.9,92,218.03261,38.75073,809,100.94,5159,4.508,0.8,0.752,1,0,0,0,0
K07801.01,FALSE POSITIVE,2.21396079,3.452,119.4,0.87,0.0308,9.6,469,8.607123,2.7593641,1123,375.04,4922,4.505,0.823,0.79,1,0,0,1,1
K03768.01,FALSE POSITIVE,11.35501209,14.557,19675,8,0.0815,221.4,118,297.58325,46.665005,534,19.29,4594,4.679,0.567,0.56,1,0,1,0,0
K03769.01,FALSE POSITIVE,1.195515251,5.0834,8054.4,49.33,0.0214,309.1,1136,1653.2706,134.97156,1959,3469.7,6040,4.271,1.155,0.909,1,0,1,1,1
K03770.01,CANDIDATE,2.60720833,2.6452,3149.7,7.31,0.04,185.3,35,175.44763,35.761604,1561,1403.43,6366,4.352,1.236,1.257,1,0,0,0,0
K03771.01,FALSE POSITIVE,5.80184753,3.9551,22143,14,0.0593,118.1,74,202.84846,31.137888,989,225.81,5687,4.426,0.921,0.826,1,0,1,0,0
K03772.01,FALSE POSITIVE,2.38404983,3.2849,312732,66.14,0.035,195.3,264,298.1359,38.551178,1363,815.42,5780,4.438,1,1,1,0,1,0,0
K03846.01,FALSE POSITIVE,5.24078259,5.238,592.6,24.73,0.0586,58.1,253,43.417957,9.253565,1080,322.16,6192,4.503,0.917,0.976,1,0,1,1,0
K03847.01,FALSE POSITIVE,5.26641416,2.4404,223.8,2.62,0.062,37.8,255,49.369427,14.48112,1421,964.18,6338,4.087,1.602,1.142,1,0,1,1,1
K03848.01,CONFIRMED,1.847892736,1.8904,323.3,1.51,0.0288,53.3,722,43.869167,5.266364,1374,843.8,5763,4.557,0.842,0.937,1,0,0,0,0
K03849.01,FALSE POSITIVE,0.604358764,1.0423,38731,23.28,0.0106,236.8,144,131.51672,18.954462,997,235.63,3569,4.82,0.427,0.439,1,0,1,0,0
K03850.01,FALSE POSITIVE,11.3775281,12.918,1651.3,82.26,0.1124,38.2,120,49.50129,7.911542,1177,453.61,6943,4.162,1.66,1.459,1,1,0,0,0
K03851.01,FALSE POSITIVE,0.7981968,2.22035,257616,62.38,0.0169,453.9,545,1495.327,103.92334,1963,3497.4,5780,4.438,1,1,1,1,0,0,0
K03917.01,FALSE POSITIVE,0.695954898,1.469,318.1,2.58,0.0168,8.5,1924,12.32094,3.7276623,2740,13264.33,6737,4.243,1.425,1.303,1,0,0,1,0
K03918.01,FALSE POSITIVE,0.948951607,4.3809,458463,115.31,0.0189,437.1,659,1036.2004,100.91556,1853,2796.38,5780,4.438,1,1,1,0,1,0,0
K03919.01,FALSE POSITIVE,19.37070781,2.2466,653.2,108.54,0.1714,38.4,67,28.78788,6.9635215,1180,458.92,5321,3.416,4.335,1.783,1,0,1,0,0
